"rbd";"dvRbd";"cod_curso";"letra_curso";"noAplica";"cdoce_p01";"cdoce_p02_01";"cdoce_p02_02";"cdoce_p02_03";"cdoce_p02_04";"cdoce_p02_05";"cdoce_p02_06";"cdoce_p02_07";"cdoce_p02_08";"cdoce_p02_09";"cdoce_p02_10";"cdoce_p02_11";"cdoce_p02_12";"cdoce_p03";"cdoce_p04_01";"cdoce_p04_02";"cdoce_p04_03";"cdoce_p04_04";"cdoce_p04_05";"cdoce_p04_06";"cdoce_p04_07";"cdoce_p04_08";"cdoce_p04_09";"cdoce_p04_10";"cdoce_p04_11";"cdoce_p04_12";"cdoce_p04_13";"cdoce_p04_14";"cdoce_p04_15";"cdoce_p04_16";"cdoce_p04_17";"cdoce_p04_18";"cdoce_p04_19";"cdoce_p04_20";"cdoce_p05";"cdoce_p06_01";"cdoce_p06_02";"cdoce_p06_03";"cdoce_p06_04";"cdoce_p06_05";"cdoce_p06_06";"cdoce_p07_01";"cdoce_p07_02";"cdoce_p07_03";"cdoce_p07_04";"cdoce_p07_05";"cdoce_p07_06";"cdoce_p07_07";"cdoce_p07_08";"cdoce_p08_01";"cdoce_p08_02";"cdoce_p08_03";"cdoce_p08_04";"cdoce_p08_05";"cdoce_p08_06";"cdoce_p09_01";"cdoce_p09_02";"cdoce_p09_03";"cdoce_p09_04";"cdoce_p09_05";"cdoce_p09_06";"cdoce_p09_07";"cdoce_p09_08";"cdoce_p10_01";"cdoce_p10_02";"cdoce_p10_03";"cdoce_p10_04";"cdoce_p10_05";"cdoce_p10_06";"cdoce_p10_07";"cdoce_p10_08";"cdoce_p10_09";"cdoce_p11_01";"cdoce_p11_02";"cdoce_p11_03";"cdoce_p11_04";"cdoce_p11_05";"cdoce_p11_06";"cdoce_p11_07";"cdoce_p11_08";"cdoce_p12_01";"cdoce_p12_02";"cdoce_p12_03";"cdoce_p12_04";"cdoce_p12_05";"cdoce_p12_06";"cdoce_p12_07";"cdoce_p12_08";"cdoce_p12_09";"cdoce_p13_01";"cdoce_p13_02";"cdoce_p13_03";"cdoce_p13_04";"cdoce_p13_05";"cdoce_p13_06";"cdoce_p13_07";"cdoce_p13_08";"cdoce_p13_09";"cdoce_p13_10";"cdoce_p13_11";"cdoce_p13_12";"cdoce_p14_01";"cdoce_p14_02";"cdoce_p14_03";"cdoce_p14_04";"cdoce_p14_05";"cdoce_p14_06";"cdoce_p14_07";"cdoce_p14_08";"cdoce_p14_09";"cdoce_p14_10";"cdoce_p15_01";"cdoce_p15_02";"cdoce_p15_03";"cdoce_p15_04";"cdoce_p15_05";"cdoce_p15_06";"cdoce_p15_07";"cdoce_p16_01";"cdoce_p16_02";"cdoce_p16_03";"cdoce_p17_01";"cdoce_p17_02";"cdoce_p17_03";"cdoce_p18_01";"cdoce_p18_02";"cdoce_p18_03";"cdoce_p19_01";"cdoce_p19_02";"cdoce_p20_01";"cdoce_p20_02";"cdoce_p20_03";"cdoce_p20_04";"cdoce_p20_05";"cdoce_p21_01";"cdoce_p21_02";"cdoce_p21_03";"cdoce_p21_04";"cdoce_p21_05";"cdoce_p21_06";"cdoce_p22_01";"cdoce_p22_02";"cdoce_p22_03";"cdoce_p22_04";"cdoce_p22_05";"cdoce_p22_06";"cdoce_p23_01";"cdoce_p23_02";"cdoce_p23_03";"cdoce_p23_04";"cdoce_p23_05";"cdoce_p24_01";"cdoce_p24_02";"cdoce_p24_03";"cdoce_p24_04";"cdoce_p24_05";"cdoce_p25_01";"cdoce_p25_02";"cdoce_p25_03";"cdoce_p25_04";"cdoce_p25_05";"cdoce_p25_06";"cdoce_p26_01";"cdoce_p26_02";"cdoce_p26_03";"cdoce_p26_04";"cdoce_p26_05";"cdoce_p27_01";"cdoce_p27_02";"cdoce_p27_03";"cdoce_p27_04";"cdoce_p27_05";"cdoce_p28_01";"cdoce_p28_02";"cdoce_p29_01";"cdoce_p29_02";"cdoce_p29_03";"cdoce_p29_04";"cdoce_p29_05";"cdoce_p29_06";"cdoce_p29_07";"cdoce_p30_01";"cdoce_p30_02";"cdoce_p31_01";"cdoce_p31_02";"cdoce_p31_03";"cdoce_p31_04";"cdoce_p31_05";"cdoce_p32_01";"cdoce_p32_02";"cdoce_p32_03";"cdoce_p32_04";"cdoce_p32_05";"codigo_bbdd";"fecha_bbdd";"grado";"agno";"noptje_seg"
4;3;40336;H;0;2;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7;2;2;3;2;2;2;3;2;3;2;3;2;2;2;3;3;3;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;1;1;2;3;2;2;3;2;2;2;3;0;1;1;1;0;1;1;0;1;1;0;0;4;3;3;1;2;2;3;3;3;2;2;3;3;3;3;3;3;2;2;2;2;2;2;3;3;3;2;3;3;3;3;3;3;1;1;1;1;1;1;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;2;3;3;3;2;2;3;3;3;3;2;2;3;1;2;2;1;1;1;1;1;1;3;1;1;1;1;2;2;2;2;2;preliminar20240422v1;20250422;2m;2024;0
4;3;40337;I;0;2;0;1;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;4;4;3;3;2;3;1;3;3;4;0;0;0;0;0;2;3;3;2;2;1;3;2;2;2;2;2;3;4;3;3;3;3;2;3;3;3;3;3;2;1;1;1;3;2;3;3;3;2;2;2;2;2;2;2;1;0;1;1;0;0;1;1;0;0;0;0;4;4;4;2;3;4;4;4;4;4;1;4;4;2;2;4;2;2;2;3;3;2;2;3;4;3;3;3;3;3;3;4;4;1;1;1;1;1;1;3;3;3;3;4;4;2;2;2;2;2;2;2;2;2;1;3;3;2;2;2;2;2;2;3;2;3;3;3;4;4;2;2;2;2;2;2;2;4;4;4;1;1;2;2;2;3;3;2;2;2;2;2;preliminar20240422v1;20250422;2m;2024;0
4;3;40338;J;0;2;0;1;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;4;3;3;3;3;3;3;3;3;3;2;3;2;3;2;2;3;3;2;2;1;3;2;2;2;2;2;3;4;2;3;2;2;2;2;2;2;3;3;2;1;1;1;3;2;3;3;3;2;2;2;2;2;2;2;1;0;1;1;0;0;1;1;0;0;0;0;4;4;4;2;3;4;4;4;4;4;1;4;4;2;2;4;2;2;2;3;3;2;2;3;4;3;3;3;3;3;3;4;4;1;1;1;1;1;1;3;3;3;3;4;4;2;2;2;2;2;2;2;2;2;1;3;3;2;2;2;2;2;2;3;2;3;3;3;4;4;2;2;2;2;2;2;2;4;4;4;1;1;2;2;2;3;3;2;2;2;2;2;preliminar20240422v1;20250422;2m;2024;0
4;3;40339;K;0;2;0;1;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;4;4;3;3;2;3;1;3;3;4;0;0;0;0;0;2;3;3;2;2;1;3;2;2;2;2;2;3;4;2;2;2;2;2;2;2;2;3;2;3;3;1;1;2;2;2;3;3;2;2;2;2;2;2;2;1;0;1;1;0;0;1;1;0;0;0;0;4;4;4;2;3;4;4;4;4;4;1;4;4;2;2;4;2;2;2;3;3;2;2;3;4;3;3;3;3;3;3;4;4;1;1;1;1;1;1;3;3;3;3;4;4;2;2;2;2;2;2;2;2;2;1;3;3;2;2;2;2;2;2;3;2;3;3;3;4;4;2;2;2;2;2;2;2;4;4;4;1;1;2;2;2;3;3;2;2;2;2;2;preliminar20240422v1;20250422;2m;2024;0
5;1;40340;A;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7;4;2;4;1;4;1;4;3;4;2;4;3;4;2;4;4;4;3;4;4;3;4;4;3;4;3;4;4;3;3;4;3;2;2;3;2;2;2;1;1;1;2;1;1;1;4;4;2;3;3;3;3;3;4;0;0;0;1;0;1;1;0;0;0;0;0;4;3;4;3;4;2;4;4;4;3;3;4;4;4;3;4;4;3;3;3;2;3;3;4;4;3;3;3;4;3;3;4;4;1;1;1;1;1;1;3;3;3;3;3;3;3;4;3;3;3;3;4;3;4;2;3;3;4;4;2;2;3;3;3;3;4;3;3;3;3;3;1;2;3;3;3;2;3;3;3;1;1;2;2;2;2;2;2;2;2;2;2;preliminar20240422v1;20250422;2m;2024;0
5;1;40341;B;0;2;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;3;3;4;2;4;3;4;2;4;2;3;2;3;2;3;4;3;2;3;3;4;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;2;2;1;1;1;2;3;3;3;3;2;2;2;3;2;1;0;1;1;1;1;1;1;1;0;0;0;3;3;4;2;3;2;4;4;3;3;2;3;3;2;2;3;2;2;2;3;2;2;3;4;3;3;2;3;3;4;3;3;3;1;1;1;1;1;1;4;4;3;4;4;4;3;3;3;3;3;3;2;2;1;1;2;3;3;2;2;2;3;2;1;2;1;3;3;3;3;3;2;2;3;3;3;2;3;3;3;1;1;3;2;3;3;3;2;2;2;2;2;preliminar20240422v1;20250422;2m;2024;0
5;1;40342;C;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7;4;2;4;2;4;1;4;3;4;2;4;2;4;2;4;4;4;3;4;3;3;4;3;2;3;3;3;4;4;3;4;4;3;4;4;3;3;1;1;1;1;1;1;1;1;3;4;3;3;3;3;4;3;4;1;0;1;1;0;1;1;1;0;0;0;0;3;3;4;1;4;3;4;4;3;2;3;4;4;4;4;4;3;3;3;3;2;3;3;4;4;3;4;3;3;3;4;4;4;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;2;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;3;3;2;3;3;3;3;1;1;3;3;3;3;3;2;2;2;2;2;preliminar20240422v1;20250422;2m;2024;0
5;1;40343;D;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7;4;2;4;2;4;1;4;2;4;2;4;2;4;2;4;4;4;3;3;3;4;3;3;3;3;4;3;4;2;3;3;2;2;2;3;2;3;2;3;2;2;2;2;2;2;4;4;2;3;3;3;3;3;4;1;0;1;1;0;1;1;1;0;0;0;0;4;4;4;3;4;2;4;4;3;2;3;4;4;4;4;4;3;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;3;3;3;3;3;3;3;1;1;3;2;3;3;3;0;0;0;0;0;preliminar20240422v1;20250422;2m;2024;0
7;8;40344;A;0;2;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;4;2;4;1;4;1;3;3;4;3;3;1;4;1;4;4;4;4;4;3;4;3;4;3;4;4;4;4;2;3;3;3;2;2;2;3;4;2;1;1;1;1;1;1;2;3;4;4;4;3;3;3;3;3;0;1;1;1;0;1;0;1;0;0;0;0;3;3;4;1;3;3;4;4;4;3;1;3;3;2;2;4;3;2;2;2;3;2;2;3;3;4;2;3;3;4;3;3;3;1;1;1;1;1;2;3;2;4;4;4;4;3;2;1;1;2;3;3;3;2;1;4;4;4;4;4;4;4;2;2;3;3;4;3;3;3;3;2;2;4;3;4;2;3;2;4;1;1;4;2;4;3;4;3;2;3;3;3;preliminar20240422v1;20250422;2m;2024;0
7;8;40345;B;0;2;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;3;4;2;4;3;3;2;3;3;3;2;3;2;3;3;3;2;2;2;2;3;2;3;3;3;3;3;4;2;2;3;3;2;3;2;3;2;3;3;2;2;2;0;0;3;3;3;3;3;3;3;3;3;3;0;0;0;1;1;1;1;1;0;1;1;0;3;3;4;3;3;3;4;4;3;3;2;3;3;2;3;2;3;2;2;3;3;2;3;2;2;2;2;2;3;3;3;3;3;2;2;2;2;2;2;3;3;2;2;3;3;1;1;1;1;1;2;3;3;2;1;3;3;3;2;3;2;2;1;2;2;2;3;3;3;3;3;2;1;2;2;3;2;3;3;3;1;1;2;2;3;3;3;3;2;3;3;3;preliminar20240422v1;20250422;2m;2024;0
7;8;40346;C;0;2;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;2;4;3;3;3;2;3;3;3;2;2;2;2;2;3;3;2;2;2;1;4;3;3;2;2;2;3;4;2;2;2;2;4;4;4;4;4;2;2;1;1;1;1;2;2;4;4;2;2;3;3;0;2;3;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;4;4;4;4;2;2;2;2;2;2;2;4;4;4;1;1;3;4;4;4;4;4;3;4;4;3;4;1;1;1;1;1;1;4;4;4;4;4;4;2;2;2;2;1;2;1;1;2;1;2;2;2;2;2;2;1;1;1;2;1;3;2;3;3;4;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;2;2;2;2;2;preliminar20240422v1;20250422;2m;2024;0
